code_colour,item_status,odm_customer,item_name,item_location,receive_qty,stock_qty,release_date,item_aging,pack_unit,pack_size,item_group,item_category,odm_ppo,mfg_date,item_cargo,arrive_date,soldout_date,soldout_status
BK23799759 SAGE,OUT OF STOCK,,LLOYD CARDIGAN,,24,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23799759 NAVY,OUT OF STOCK,,LLOYD CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23799759 BLACK,OUT OF STOCK,,LLOYD CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23792710 TAUPE,OUT OF STOCK,,FIA CARDIGAN,,26,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23792710 GREEN,OUT OF STOCK,,FIA CARDIGAN,,26,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23792710 BLACK,OUT OF STOCK,,FIA CARDIGAN,,25,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23791709 CREAM,OUT OF STOCK,,ROBYN CARDIGAN,,32,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23791709 BLACK,OUT OF STOCK,,ROBYN CARDIGAN,,20,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23790708 MAGENTA,OUT OF STOCK,,ROSARIO CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23790708 CREAM,OUT OF STOCK,,ROSARIO CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23790708 CLAY,OUT OF STOCK,,ROSARIO CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23790708 BLACK,OUT OF STOCK,,ROSARIO CARDIGAN,,27,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24006020 NAVY,NOT RELEASE,,ANE KNIT TOP,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24012026 PINK,OUT OF STOCK,,CAREY CARDIGAN (REPEAT-SOLD),,38,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24012026 OAT,OUT OF STOCK,,HIBISCUS HUES SHORT DRESS (REPEAT-SOLD),,39,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24012026 GREY,OUT OF STOCK,,CAREY CARDIGAN (REPEAT-SOLD),,38,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24010024 PINK,OUT OF STOCK,,BRITTNEY CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24010024 BLACK,OUT OF STOCK,,BRITTNEY CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24005019 SAGE,OUT OF STOCK,,KELSEY CARDIGAN (REPEAT-SOLD),,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24005019 PINK,OUT OF STOCK,,KELSEY CARDIGAN (REPEAT-SOLD),,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
BK24005019 OAT,OUT OF STOCK,,KELSEY CARDIGAN (REPEAT-SOLD),,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,2024-04-16 00:00:00+00,FULL PRICE
P23742677,OUT OF STOCK,,KENYA DRESS,A12,19,,2024-01-24 00:00:00+00,50TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-01-10 00:00:00+00,2024-12-08 00:00:00+00,ON SALE
C23178550,ON SALE,,ROXIE KIMONO,R11,,19,2024-01-02 00:00:00+00,53RD WEEK,6,"{""S/M"":3,""M/L"":3}",BOHO,KIMONO,,,,2023-12-05 00:00:00+00,,
P23811775,ON SALE,,DALTON DRESS,A21,18,11,2023-11-15 00:00:00+00,60TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2023-11-01 00:00:00+00,,
P23430430,ON SALE,,KATIE DRESS,A44,,3,2023-09-15 00:00:00+00,68TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2023-09-15 00:00:00+00,,
P23713449,ON SALE,,FELLIE SHORTS,A33,,9,2023-09-15 00:00:00+00,68TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",BOHO,PANT,,,,2023-09-01 00:00:00+00,,
P23638438,ON SALE,,LEIGHTON DRESS,A21,,9,2023-09-15 00:00:00+00,68TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2023-09-01 00:00:00+00,,
P23355312,ON SALE,,MARY DRESS,A42,,3,2023-08-07 00:00:00+00,74TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2023-07-20 00:00:00+00,,
P22415530,ON SALE,,MYA TOP,A41,,10,2023-01-09 00:00:00+00,104TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",BOHO,TOP,,,,2022-12-10 00:00:00+00,,
BS019680 MAGENTA,FULL PRICE,,FAVEN DRAPE TOP,S31,,60,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
BS019680 LEMON,FULL PRICE,,FAVEN DRAPE TOP,S23,,20,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
BS019680 PINK,FULL PRICE,,FAVEN DRAPE TOP,S21,,49,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
BS019680 WHITE,FULL PRICE,,FAVEN DRAPE TOP,"S14,S24",,399,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
BS019680 BLACK,FULL PRICE,,FAVEN DRAPE TOP,"S11,S11 BESIDE",,249,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089633 DUSTY PINK,FULL PRICE,,JANE SCOOP TOP,R24,,9,2023-01-01 00:00:00+00,105TH WEEK,6,"{""S"":2,""M"":2,""L"":2}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089633 CHARCOAL,FULL PRICE,,JANE SCOOP TOP,R24,,22,2023-01-01 00:00:00+00,105TH WEEK,6,"{""S"":2,""M"":2,""L"":2}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089633 RUST,FULL PRICE,,JANE SCOOP TOP,R23,,16,2023-01-01 00:00:00+00,105TH WEEK,6,"{""S"":2,""M"":2,""L"":2}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C019583 NAVY,NOT RELEASE,,ZARA KIMONO,R14,,264,2023-01-01 00:00:00+00,105TH WEEK,6,"{""S/M"":3,""M/L"":3}",BOHO,KIMONO,,,,2023-01-01 00:00:00+00,,
C089149 ROSETTE,FULL PRICE,,DRAPE TOP,N41,,80,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 CHARCOAL,FULL PRICE,,DRAPE TOP,"N21, N12 FRONT",,250,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 EMERALD,FULL PRICE,,DRAPE TOP,N14,,47,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 DUSTY PINK,FULL PRICE,,DRAPE TOP,N11,,89,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 PINK,FULL PRICE,,DRAPE TOP,M31,,16,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 KHAKI,FULL PRICE,,DRAPE TOP,"M11, M21",,197,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 MAUVE,FULL PRICE,,DRAPE TOP,"L34,L44",,80,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 RUST,FULL PRICE,,DRAPE TOP,"L33,L42",,21,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 BLUSH,FULL PRICE,,DRAPE TOP,L21,,77,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 PLUM,FULL PRICE,,DRAPE TOP,"L14,L24",,149,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 WHITE,FULL PRICE,,DRAPE TOP,"L11,L13 FRONT",,98,2023-01-01 00:00:00+00,105TH WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,,,2023-01-01 00:00:00+00,,
C089149 FUSCHIA,FULL PRICE,,DRAPE TOP,M32,31,30,2024-12-30 00:00:00+00,1ST WEEK,5,"{""ONE SIZE"":5}",BOHO,TOP,,2024-12-20 00:00:00+00,AIR,2024-12-30 00:00:00+00,,
C24816150 BLACK,NOT RELEASE,,OSBORN MIDI DRESS,Q13,29,9,,,7,"{""S"":2,""M"":2,""L"":2,""XL"":1}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,,
C24816150 NAVY,NOT RELEASE,,OSBORN MIDI DRESS,Q11,29,20,,,7,"{""S"":2,""M"":2,""L"":2,""XL"":1}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,,
C23779769,NOT RELEASE,,RAVI DRESS (REPEAT),P31,35,15,,,7,"{""S"":2,""M"":2,""L"":2,""XL"":1}",BOHO,DRESS,,,,2024-03-20 00:00:00+00,,
C24635110 KHAKI,NOT RELEASE,,TRENCH COAT,P12,26,12,,,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,COAT,,,,2024-05-15 00:00:00+00,,
C24635110 NEUTRAL,NOT RELEASE,,TRENCH COAT,P11,27,22,,,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,COAT,,,,2024-05-15 00:00:00+00,,
C24157610,NOT RELEASE,,,O21,25,20.5,,,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-10-18 00:00:00+00,,
C24815190 PINK,NOT RELEASE,,CAMMIE BLAZER,O13,15,3,,,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,COAT,,,,2024-05-29 00:00:00+00,,
C24815190 CHARCOAL,NOT RELEASE,,CAMMIE BLAZER,O12,15,9,,,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,COAT,,,,2024-05-29 00:00:00+00,,
C24039379,NOT RELEASE,,EVEREST DRESS,I31,35,18,,,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,,
C24125381,NOT RELEASE,,,H14,26,26,,,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-04 00:00:00+00,,
BK24015028 WHITE,NOT RELEASE,,DANYAL TOP KNIT (REPEAT),G11 BESIDE,357,130,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24065029 ORANGE,NOT RELEASE,,MILLS KNIT TOP (REPEAT),F42,100,12,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-27 00:00:00+00,,
BK24011025 GREEN,NOT RELEASE,,MULLEN CARDIGAN,F41,25,5,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-02-28 00:00:00+00,,
BK24104214 NAVY,NOT RELEASE,,CERES KNIT TOP,E42,39,3,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-29 00:00:00+00,,
BK24004018 PARIS,NOT RELEASE,,FIADH KNIT TOP (REPEAT-NEW COLOUR),E34,43,20,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,,
BK24004018 A2,NOT RELEASE,,FIADH KNIT TOP (REPEAT),E33,83,16,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,,
BK24004018 MILAN,NOT RELEASE,,FIADH KNIT TOP (REPEAT-NEW COLOUR),E33,43,21,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,,
K1606 CHARCOAL,NOT RELEASE,,BRAXTON SWEATER,E32,,30,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
BK24008022 SAGE,NOT RELEASE,,SIDNEY CARDIGAN,E24,24,6,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-02-28 00:00:00+00,,
BK24008022 CAMEL,NOT RELEASE,,SIDNEY CARDIGAN,E23,24,8,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-02-28 00:00:00+00,,
BK23782777 GREY/BLACK,NOT RELEASE,,MILO MIDI CARDIGAN,E14,43,4,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2024-02-28 00:00:00+00,,
BK23782777 CAMEL/BLACK,NOT RELEASE,,MILO MIDI CARDIGAN,E13,42,12,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2024-02-28 00:00:00+00,,
K1606 RUST,NOT RELEASE,,BRAXTON SWEATER,"E11,E21",,80,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
C24801166 IT GRAY,NOT RELEASE,,SALLIE SHIRT COAT,E11,25,5,,,4,"{""S/M"":2,""M/L"":2}",BOHO,COAT,,,,2024-06-12 00:00:00+00,,
K1606 DUSTY PINK,NOT RELEASE,,BRAXTON SWEATER,"D34,D44,E41",,70,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
K1606 STAWBERRY,NOT RELEASE,,BRAXTON SWEATER,D31,,30,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
K1606 TEAL,NOT RELEASE,,BRAXTON SWEATER,"D14,D24",,40,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
BK24102209 SAGE,NOT RELEASE,,ACACIA CARDIGAN,D14 OPPOSITE,38,15,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,,
BK24102209 OAT,NOT RELEASE,,ACACIA CARDIGAN,D14 OPPOSITE,38,20,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,,
K1606 BURGUNDY,NOT RELEASE,,BRAXTON SWEATER,"D13,D22,D41",,130,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
BK24057095 PINK/NAVY,NOT RELEASE,,ELANORA CARDIGAN,D13 OPPOSITE,40,9,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24057095 KHAKI/BLACK,NOT RELEASE,,ELANORA CARDIGAN,D13 OPPOSITE,41,30,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24059097 MOTTLE,NOT RELEASE,,DANICA CARDIGAN,D12 OPPOSITE,39,10,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24059097 STAR,NOT RELEASE,,DANICA CARDIGAN,D12 OPPOSITE,38,11,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
K1606 GREY,NOT RELEASE,,BRAXTON SWEATER,"D11,D21",,60,,,4,"{""ONE SIZE"":4}",BOHO,KNITWEAR,,,,2023-01-01 00:00:00+00,,
C23535152 BROWN,NOT RELEASE,,ANNIE COAT,D11 OPPOSITE,,4,,,4,"{""S"":1,""M"":2,""L"":1}",BOHO,COAT,,,,2023-01-01 00:00:00+00,,
C23535152 NAVY,NOT RELEASE,,ANNIE COAT (REPEAT),D11 OPPOSITE,,6,,,4,"{""S"":1,""M"":2,""L"":1}",BOHO,COAT,,,,2023-01-01 00:00:00+00,,
C23535152 ROSE,NOT RELEASE,,ANNIE COAT (REPEAT),D11 OPPOSITE,,15,,,4,"{""S"":1,""M"":2,""L"":1}",BOHO,COAT,,,,2023-01-01 00:00:00+00,,
BK24058096 PINK,NOT RELEASE,,JEDDA CARDIGAN,D11 BESIDE,40,20,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24058096 BLACK,NOT RELEASE,,JEDDA CARDIGAN,D11 BESIDE,38,20,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
BK24015028 BLACK,NOT RELEASE,,DANYAL TOP KNIT (REPEAT),D11 BESIDE,380,200,,,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-10 00:00:00+00,,
PK24003017 GREEN,NOT RELEASE,,MULTI DAISY KNIT,"B22,B33",60,36,,,4,"{""S/M"":2,""M/L"":2}",PRIMROSE,KNITWEAR,,,,2024-04-12 00:00:00+00,,
PK24003017 BLUE,NOT RELEASE,,MULTI DAISY KNIT,"B21,B31",60,27,,,4,"{""S/M"":2,""M/L"":2}",PRIMROSE,KNITWEAR,,,,2024-04-12 00:00:00+00,,
PK24003017 PINK,NOT RELEASE,,MULTI DAISY KNIT,"B13,B23,B34",60,40,,,4,"{""S/M"":2,""M/L"":2}",PRIMROSE,KNITWEAR,,,,2024-04-12 00:00:00+00,,
P24259815,NOT RELEASE,,,C23,13,11,,,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-12-11 00:00:00+00,,
P24171691,NOT RELEASE,,,C34,12,12,,,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",PRIMROSE,DRESS,,,,2024-12-11 00:00:00+00,,
P24109794,NOT RELEASE,,,A23,13,12,,,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-12-11 00:00:00+00,,
C24271779 BLACK,NOT RELEASE,,,F13,17,17,,,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-12-11 00:00:00+00,,
SS24304632,ON HOLD,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-11-29 00:00:00+00,AIR,2024-11-06 00:00:00+00,,
SS24024631,ON HOLD,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
VA24105555,ON HOLD,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-27 00:00:00+00,AIR,2024-10-04 00:00:00+00,,
VA24105553,ON HOLD,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-24 00:00:00+00,SEA,2024-10-23 00:00:00+00,,
OS24124787,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
OS24124786,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
OS24124410,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
OS24124046,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
OS23124734,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
OS22124227,DISPATCHED,ORANGE SHERBET,,,,,,,1,,ODM,DRESS,PO4472,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
SS24705761,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24705758,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24705755,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24155763,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24155760,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24155757,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24124762,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24124759,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SS24124756,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
EC24735733,DISPATCHED,EVERGREEN,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SC24105657,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-11-01 00:00:00+00,AIR,2024-11-06 00:00:00+00,,
SC24105498,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-11-01 00:00:00+00,AIR,2024-11-06 00:00:00+00,,
SC24002712,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-11-01 00:00:00+00,AIR,2024-11-06 00:00:00+00,,
SC24105713,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-11-01 00:00:00+00,AIR,2024-11-06 00:00:00+00,,
SS24411719,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-11-22 00:00:00+00,AIR,2024-11-20 00:00:00+00,,
SS24155728,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-11-22 00:00:00+00,AIR,2024-11-20 00:00:00+00,,
SS24124727,DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-11-22 00:00:00+00,AIR,2024-11-20 00:00:00+00,,
C24105219 (SHE STREET),DISPATCHED,SHE STREET,,,,,,,1,,ODM,DRESS,,2024-11-22 00:00:00+00,AIR,2024-11-20 00:00:00+00,,
SC24002770,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SC24105768 06 DEC AIR,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-12-06 00:00:00+00,AIR,2024-12-11 00:00:00+00,,
SC24105768 29 NOV AIR,DISPATCHED,SALTY CRUSH,,,,,,,1,,ODM,DRESS,,2024-11-29 00:00:00+00,AIR,2024-12-05 00:00:00+00,,
C24105393 VINE APPAREL,DISPATCHED,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-24 00:00:00+00,SEA,2024-09-29 00:00:00+00,,
C24105397 VINE APPAREL,DISPATCHED,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-24 00:00:00+00,SEA,2024-09-29 00:00:00+00,,
C24105392 VINE APPAREL,DISPATCHED,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-24 00:00:00+00,SEA,2024-09-29 00:00:00+00,,
C24105376 VINE APPAREL,DISPATCHED,VINE APPAREL,,,,,,,1,,ODM,DRESS,,2024-09-24 00:00:00+00,SEA,2024-09-29 00:00:00+00,,
